PolicyNumber,CarrierCode,AgentCode,TransactionType,PolicyEffectiveDate,PolicyExpirationDate,TransactionEffectiveDate,TermLengthMonths,LineOfBusiness,Subline,InsuredName,InsuredPrimaryEmail,RiskLocationAddress,State,InsuredMailingAddress,RatedDriverCount,VehicleCount,DwellingYearBuilt,ConstructionType,ProtectionClass,Limit_BI,Limit_PD,Deductible_Collision,Deductible_Comprehensive,TermPremium,WrittenPremium,EarnedPremium,BillingPlan,CancellationDate,ReinstatementDate,RewriteIndicator,eDocIndicator,UnearnedPremium
RSU4979202,NATI,120120,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Robert Ray,robert.ray@mail.com,"4132 Powell Square, Jessehaven, ID 67079",ID,"4132 Powell Square, Jessehaven, ID 67079",,,2004,Frame,4,,,,,1618.66,1618.66,1215.1,Agency Bill,,,FALSE,TRUE,403.56
GGY4464039,PRGS,120173,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Elijah Byrd,elijah.byrd@policyhub.org,"1362 Mary Road, Port Denisefort, WI 89932",WI,"1362 Mary Road, Port Denisefort, WI 89932",1,3,,,,50/100,25000,2500,500,2601.74,2601.74,1953.09,Direct Bill,,,FALSE,TRUE,648.65
VZF5646381,LIBM,120037,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Sean Williams,sean.williams@customer.net,"92072 Erica Haven Apt. 558, West Jessica, WA 82468",WA,"92072 Erica Haven Apt. 558, West Jessica, WA 82468",1,2,,,,50/100,25000,2500,500,1234.26,1234.26,926.54,Direct Bill,,,FALSE,TRUE,307.72
EWW4066133,NATI,120239,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Lori Hart,lori.hart@customer.net,"1744 Fletcher Greens Apt. 901, South Shirleytown, MH 81744",MH,"1744 Fletcher Greens Apt. 901, South Shirleytown, MH 81744",2,2,,,,25/50,100000,250,2500,1084.88,1084.88,814.4,Agency Bill,,,FALSE,TRUE,270.48
DZA4911594,LIBM,120276,Endorsement,4/1/2025,4/1/2026,8/16/2025,12,Umbrella,Personal Umbrella,William Ware,william.ware@mail.com,"73787 Rhonda Stravenue Apt. 254, Schultzfort, NH 23816",NH,"73787 Rhonda Stravenue Apt. 254, Schultzfort, NH 23816",,,,,,,,,,444.86,25.8,333.95,Agency Bill,,,FALSE,TRUE,110.91
BHB9606177,CHUB,120078,Endorsement,4/1/2025,4/1/2026,2/9/2026,12,Umbrella,Personal Umbrella,Anne Garcia,anne.garcia@example.com,"74378 Eric Port, Doriston, MN 93757",MN,"74378 Eric Port, Doriston, MN 93757",,,,,,,,,,560.41,12.38,420.69,Direct Bill,,,FALSE,TRUE,139.72
FVT9989085,TRAV,120188,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Sherry Garcia,sherry.garcia@example.com,"665 Doyle Branch Apt. 533, Murphyfurt, VT 87868",VT,"665 Doyle Branch Apt. 533, Murphyfurt, VT 87868",2,2,,,,50/100,250000,500,500,800.86,800.86,601.19,Direct Bill,,,FALSE,TRUE,199.67
LNN5664883,PRGS,120288,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Betty Matthews,betty.matthews@example.com,"14994 Martin Viaduct, West Anthony, SD 70432",SD,"14994 Martin Viaduct, West Anthony, SD 70432",1,3,,,,50/100,100000,250,1000,1339.32,1339.32,1005.41,Direct Bill,,,FALSE,TRUE,333.91
UUG8558345,NATI,120265,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Victor Burke,victor.burke@example.com,"293 Jennifer Bridge Apt. 558, Zamoraport, AL 85558",AL,"00465 Zachary Locks Suite 458, Steinbury, AR 14606",,,,Frame,5,,,,,5207.97,5207.97,3909.54,Agency Bill,,,FALSE,TRUE,1298.43
EBS2411911,AMFA,120097,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Anthony Howell,anthony.howell@policyhub.org,"04230 Megan Valleys Apt. 838, North Laura, AR 82602",AR,"04230 Megan Valleys Apt. 838, North Laura, AR 82602",,,,Masonry Veneer,9,,,,,3946.43,3946.43,2962.53,Agency Bill,,,FALSE,FALSE,983.9
CUX3573457,TRAV,120235,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Emily Fields,emily.fields@policyhub.org,"900 Steven Views Suite 991, Jamiebury, OH 49858",OH,"900 Steven Views Suite 991, Jamiebury, OH 49858",,,2004,Joisted Masonry,2,,,,,893.93,893.93,671.06,Agency Bill,,,FALSE,TRUE,222.87
VUU7587901,GEIC,120015,Cancel,4/1/2025,1/17/2026,1/17/2026,12,Package,Commercial Package,Lance Smith,lance.smith@example.com,"7141 Samuel Meadows Suite 422, Port Kimberly, CT 83342",CT,"7141 Samuel Meadows Suite 422, Port Kimberly, CT 83342",,,,Non-Combustible,8,,,,,12871.51,0,12119.57,Direct Bill,11/4/2021,,FALSE,TRUE,751.94
LMW8077674,GEIC,120037,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Walter Nunez,walter.nunez@customer.net,"506 Tom Mission Suite 342, Chasetown, IA 96594",IA,"506 Tom Mission Suite 342, Chasetown, IA 96594",1,4,,,,25/50,250000,500,500,1609.28,1609.28,1208.06,Direct Bill,,,FALSE,TRUE,401.22
CYA8701560,FARM,120222,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Maria Edwards,maria.edwards@mail.com,"5675 Dennis Canyon Suite 601, Micheleshire, MN 50145",MN,"5675 Dennis Canyon Suite 601, Micheleshire, MN 50145",,,,,,,,,,25000,25000,18767.12,Direct Bill,,,FALSE,TRUE,6232.88
SWC8006910,CHUB,120156,Cancel,4/1/2025,4/21/2025,4/21/2025,12,Package,Commercial Package,Wendy Williams,wendy.williams@policyhub.org,"9958 Brian Union, Johnburgh, RI 74423",RI,"9958 Brian Union, Johnburgh, RI 74423",,,,Non-Combustible,5,,,,,3000,0,3000,Direct Bill,4/5/2024,,FALSE,TRUE,0
YJE6544704,AMFA,120096,Endorsement,4/1/2025,4/1/2026,2/18/2026,12,Umbrella,Personal Umbrella,Justin Campbell,justin.campbell@example.com,"029 Salinas Forge Apt. 266, Mcfarlandmouth, ND 19062",ND,"029 Salinas Forge Apt. 266, Mcfarlandmouth, ND 19062",,,,,,,,,,372.38,-5.41,279.54,Direct Bill,,,FALSE,TRUE,92.84
XHK3245863,TRAV,120047,Reinstate,4/1/2025,4/1/2026,6/29/2025,12,Package,Commercial Package,Ronald Durham,ronald.durham@mail.com,"450 Joshua Station, Joshuaside, WV 61982",WV,"89226 Tristan Pike, Port Wendy, OK 06887",,,,Fire Resistive,4,,,,,8580.1,0,6440.95,Agency Bill,,1/4/2022,FALSE,TRUE,2139.15
MGR2716129,TRAV,120053,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Robert Taylor,robert.taylor@customer.net,"1377 Carson Parkways, Andersonhaven, HI 02800",HI,"1377 Carson Parkways, Andersonhaven, HI 02800",,,,,,,,,,2000,2000,1501.37,Agency Bill,,,FALSE,FALSE,498.63
HYK0789273,GEIC,120126,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Brandy Ward,brandy.ward@policyhub.org,"9212 Carla Radial, Maryhaven, TN 08059",TN,"53287 Francis Tunnel, Port Joshua, PR 66814",2,1,,,,25/50,100000,1000,250,916.35,916.35,687.89,Agency Bill,,,FALSE,TRUE,228.46
NKF3838599,GEIC,120291,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Karen Houston,karen.houston@mail.com,"642 Jenna Square Apt. 241, South Hunter, AS 45149",AS,"642 Jenna Square Apt. 241, South Hunter, AS 45149",,,,Joisted Masonry,8,,,,,1513.7,1513.7,1136.31,Agency Bill,,,FALSE,FALSE,377.39
TXB9168484,CHUB,120212,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Kevin Guzman,kevin.guzman@customer.net,"81378 Edward Villages Apt. 321, East Chase, TX 42716",TX,"81378 Edward Villages Apt. 321, East Chase, TX 42716",,,1973,Non-Combustible,7,,,,,2821.91,2821.91,2118.37,Direct Bill,,,FALSE,TRUE,703.54
HXV7897828,ALLS,120181,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Wendy Thomas,wendy.thomas@customer.net,"2010 Jennifer Meadow, Meyerside, GA 35265",GA,"2010 Jennifer Meadow, Meyerside, GA 35265",,,,Frame,6,,,,,8826.27,8826.27,6625.75,Agency Bill,,,FALSE,TRUE,2200.52
MUY0561763,PRGS,120238,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Teresa Henry,teresa.henry@example.com,"78089 Michele Crescent, Caldwellbury, VI 93656",VI,"78089 Michele Crescent, Caldwellbury, VI 93656",,,,,,,,,,20862.73,20862.73,15661.34,Direct Bill,,,FALSE,TRUE,5201.39
KZJ6499323,LIBM,120006,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Regina Martinez,regina.martinez@example.com,"4715 Jones Inlet Apt. 380, Amystad, KS 92273",KS,"4715 Jones Inlet Apt. 380, Amystad, KS 92273",,,,,,,,,,2000,2000,1501.37,Agency Bill,,,FALSE,TRUE,498.63
YVR4749951,HART,120235,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Benjamin Bailey,benjamin.bailey@insmail.com,"978 Campbell Avenue, Dennistown, ID 66735",ID,"978 Campbell Avenue, Dennistown, ID 66735",2,2,,,,50/100,100000,1000,1000,2326.4,2326.4,1746.39,Direct Bill,,,FALSE,TRUE,580.01
ZHE7244927,ALLS,120154,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Kathy Farrell,kathy.farrell@policyhub.org,"657 Rickey Walk, West Stephen, HI 78065",HI,"657 Rickey Walk, West Stephen, HI 78065",,,,Non-Combustible,4,,,,,1528.72,1528.72,1147.59,Agency Bill,,,FALSE,TRUE,381.13
NBF5998040,TRAV,120097,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Tina Simpson,tina.simpson@insmail.com,"145 Nichole Plains, Carterside, MA 27748",MA,"145 Nichole Plains, Carterside, MA 27748",,,,Frame,6,,,,,3646.39,3646.39,2737.29,Direct Bill,,,FALSE,TRUE,909.1
XJH0685783,FARM,120060,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Deanna Bruce,deanna.bruce@mail.com,"67855 Donna Vista Suite 750, Lake Denisebury, PW 19864",PW,"22618 Macias Rest, Schwartzchester, ME 60343",,,2004,Masonry,8,,,,,1999.23,1999.23,1500.79,Agency Bill,,,FALSE,TRUE,498.44
PUM1235071,LIBM,120086,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Jennifer Love,jennifer.love@mail.com,"31301 Wilson Plain, South Lisa, IA 63701",IA,"31301 Wilson Plain, South Lisa, IA 63701",,,,Joisted Masonry,6,,,,,2737.01,2737.01,2054.63,Direct Bill,,,FALSE,FALSE,682.38
CZS0591306,PRGS,120174,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Justin Johnson,justin.johnson@example.com,"399 Franklin Club, Rossmouth, WI 43243",WI,"8858 Wilkinson Pass Apt. 123, Deanfurt, NC 56573",,,,Masonry Veneer,8,,,,,4732.58,4732.58,3552.68,Agency Bill,,,FALSE,TRUE,1179.9
YPX9151421,PRGS,120012,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Alyssa Scott,alyssa.scott@policyhub.org,"23758 Middleton Orchard Suite 132, Brewermouth, CT 03135",CT,"23758 Middleton Orchard Suite 132, Brewermouth, CT 03135",,,1974,Fire Resistive,5,,,,,1345.27,1345.27,1009.87,Agency Bill,,,FALSE,TRUE,335.4
JNY3840488,NATI,120004,Cancel,4/1/2025,5/24/2025,5/24/2025,12,Package,Commercial Package,Stacy Willis,stacy.willis@mail.com,"029 Melissa Turnpike, Gonzalezstad, NM 09086",NM,"029 Melissa Turnpike, Gonzalezstad, NM 09086",,,,Joisted Masonry,6,,,,,30000,0,30000,Direct Bill,4/14/2024,,FALSE,TRUE,0
WMN1940562,HART,120127,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Patrick Manning,patrick.manning@policyhub.org,"7572 Haynes Estate, South Jacquelinefort, WA 86122",WA,"7572 Haynes Estate, South Jacquelinefort, WA 86122",3,2,,,,50/100,100000,500,250,3070.69,3070.69,2305.12,Direct Bill,,,FALSE,TRUE,765.57
ZMY2054476,GEIC,120107,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Eric Richardson,eric.richardson@insmail.com,"35759 Michelle Islands Suite 630, Port Amanda, ME 64353",ME,"35759 Michelle Islands Suite 630, Port Amanda, ME 64353",,,2003,Masonry Veneer,8,,,,,1021,1021,766.45,Agency Bill,,,FALSE,TRUE,254.55
KZC7579796,LIBM,120093,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jessica Cooper,jessica.cooper@example.com,"685 Vance Haven Suite 345, New Toddton, LA 34326",LA,"685 Vance Haven Suite 345, New Toddton, LA 34326",,,1970,Masonry,9,,,,,1390.69,1390.69,1043.97,Direct Bill,,,FALSE,TRUE,346.72
NMY4227655,HART,120041,Endorsement,4/1/2025,4/1/2026,11/22/2025,12,Umbrella,Personal Umbrella,Brendan Khan,brendan.khan@insmail.com,"79936 Livingston Extensions Apt. 643, Kingport, NV 00985",NV,"79936 Livingston Extensions Apt. 643, Kingport, NV 00985",,,,,,,,,,363.08,-38.25,272.56,Direct Bill,,,FALSE,FALSE,90.52
YVA8014489,LIBM,120233,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jerry Hayden,jerry.hayden@policyhub.org,"392 Taylor Squares Suite 563, West Melissa, TN 56403",TN,"392 Taylor Squares Suite 563, West Melissa, TN 56403",,,2017,Fire Resistive,4,,,,,889.44,889.44,667.69,Agency Bill,,,FALSE,TRUE,221.75
KJT7168178,TRAV,120119,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Daniel Zhang,daniel.zhang@insmail.com,"13603 John Burg, Heathside, SC 50123",SC,"13603 John Burg, Heathside, SC 50123",,,,,,,,,,738.14,738.14,554.11,Direct Bill,,,FALSE,TRUE,184.03
BCL7347665,AMFA,120239,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Brent Peterson,brent.peterson@insmail.com,"5746 Robert Tunnel Apt. 941, East Lindafort, WV 71456",WV,"5746 Robert Tunnel Apt. 941, East Lindafort, WV 71456",,,,,,,,,,217.18,217.18,163.03,Direct Bill,,,FALSE,TRUE,54.15
FNY2864108,HART,120053,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Juan Little,juan.little@mail.com,"5073 Tyler Lock, South Anthony, ND 67228",ND,"5073 Tyler Lock, South Anthony, ND 67228",,,1994,Non-Combustible,7,,,,,1727.53,1727.53,1296.83,Direct Bill,,,FALSE,TRUE,430.7
LVL5260459,TRAV,120230,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,James Taylor,james.taylor@insmail.com,"4402 Sutton Glens Apt. 463, Port Alanside, TN 81525",TN,"4402 Sutton Glens Apt. 463, Port Alanside, TN 81525",1,1,,,,50/100,100000,1000,500,929.75,929.75,697.95,Direct Bill,,,FALSE,TRUE,231.8
UNZ1402332,ALLS,120177,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Sandra Tucker,sandra.tucker@example.com,"991 Solis Dam, Oneilltown, CA 55380",CA,"991 Solis Dam, Oneilltown, CA 55380",,,1977,Frame,5,,,,,1630.39,1630.39,1223.91,Direct Bill,,,FALSE,TRUE,406.48
XTT3355983,HART,120105,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Julie Avery,julie.avery@example.com,"6121 Rodriguez Springs Suite 732, North Michaelfort, UT 76478",UT,"6121 Rodriguez Springs Suite 732, North Michaelfort, UT 76478",,,1972,Fire Resistive,7,,,,,6843.99,6843.99,5137.68,Direct Bill,,,FALSE,FALSE,1706.31
UKY2936300,LIBM,120171,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Andrea Patrick,andrea.patrick@policyhub.org,"5501 Geoffrey Avenue, Davidhaven, PR 51240",PR,"5501 Geoffrey Avenue, Davidhaven, PR 51240",3,2,,,,25/50,50000,1000,1000,1966.04,1966.04,1475.88,Direct Bill,,,FALSE,TRUE,490.16
CGU3931872,FARM,120222,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,David Thompson,david.thompson@customer.net,"079 Martinez Run, North Erika, LA 58003",LA,"659 Richard Summit Apt. 281, Port Scott, PW 86289",,,1993,Fire Resistive,9,,,,,898.77,898.77,674.69,Direct Bill,,,FALSE,TRUE,224.08
WZY8211494,CHUB,120197,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Patrick Ortiz,patrick.ortiz@insmail.com,"00853 Miller Mountain Suite 040, Port Thomas, CA 18387",CA,"00853 Miller Mountain Suite 040, Port Thomas, CA 18387",,,1997,Masonry Veneer,2,,,,,1576.08,1576.08,1183.14,Agency Bill,,,FALSE,TRUE,392.94
YAH8448030,PRGS,120267,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Roger Oliver,roger.oliver@mail.com,"90328 Christie Terrace, Hartport, MT 82284",MT,"90328 Christie Terrace, Hartport, MT 82284",1,3,,,,25/50,100000,1000,1000,3424.78,3424.78,2570.93,Direct Bill,,,FALSE,TRUE,853.85
YWF3141636,PRGS,120048,Endorsement,4/1/2025,4/1/2026,8/9/2025,12,Umbrella,Personal Umbrella,Jeremy Davis,jeremy.davis@policyhub.org,"657 Roy Turnpike Suite 357, Penaport, VI 95327",VI,"657 Roy Turnpike Suite 357, Penaport, VI 95327",,,,,,,,,,360.93,-17.97,270.94,Direct Bill,,,FALSE,TRUE,89.99
ZKT2181626,PRGS,120185,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Sabrina Schroeder,sabrina.schroeder@insmail.com,"9240 Williams Mews, Haleshire, NM 05761",NM,"9240 Williams Mews, Haleshire, NM 05761",,,,,,,,,,5381.25,5381.25,4039.62,Direct Bill,,,FALSE,TRUE,1341.63
JHM8429907,ALLS,120286,Endorsement,4/1/2025,4/1/2026,11/13/2025,12,Umbrella,Personal Umbrella,Andrew Moore,andrew.moore@customer.net,"280 Ashlee Vista, Pamelaport, OH 76704",OH,"280 Ashlee Vista, Pamelaport, OH 76704",,,,,,,,,,555.64,-1.95,417.11,Direct Bill,,,FALSE,TRUE,138.53
BSX0781825,CHUB,120123,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Preston Thomas,preston.thomas@policyhub.org,"158 Caroline Ways Suite 793, West Kimberly, OH 03437",OH,"158 Caroline Ways Suite 793, West Kimberly, OH 03437",,,2000,Masonry Veneer,5,,,,,2176.59,2176.59,1633.93,Direct Bill,,,FALSE,TRUE,542.66
GDV0426384,LIBM,120246,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Michael Thomas,michael.thomas@mail.com,"572 Thornton Lane, Port Jenniferstad, PW 87885",PW,"572 Thornton Lane, Port Jenniferstad, PW 87885",,,2013,Fire Resistive,7,,,,,6589,6589,4946.26,Agency Bill,,,FALSE,TRUE,1642.74
HMB4646110,TRAV,120266,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Alexis Burch,alexis.burch@mail.com,"2796 Calvin Row Apt. 042, Terryfort, SC 32677",SC,"2796 Calvin Row Apt. 042, Terryfort, SC 32677",2,2,,,,25/50,100000,1000,1000,2382.33,2382.33,1788.38,Agency Bill,,,FALSE,TRUE,593.95
XJJ4968708,HART,120109,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Alexander Espinoza,alexander.espinoza@mail.com,"2996 Karen Lodge, West Saratown, MN 61243",MN,"2996 Karen Lodge, West Saratown, MN 61243",,,,Frame,3,,,,,7373.1,7373.1,5534.88,Agency Bill,,,FALSE,FALSE,1838.22
UKA7543803,FARM,120270,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Adam Gilmore,adam.gilmore@insmail.com,"94053 Matthew Villages Apt. 299, Lake Jacqueline, ME 15171",ME,"94053 Matthew Villages Apt. 299, Lake Jacqueline, ME 15171",,,2009,Non-Combustible,4,,,,,1158.09,1158.09,869.36,Direct Bill,,,FALSE,TRUE,288.73
ARG7946609,FARM,120052,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Christina Stark,christina.stark@policyhub.org,"1331 Sarah Courts, Jamesport, FM 47861",FM,"4207 White Field Suite 736, Clarkshire, MD 18837",,,1993,Masonry,5,,,,,1624.78,1624.78,1219.7,Direct Bill,,,FALSE,TRUE,405.08
WYD9474203,CHUB,120035,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Wendy Phillips,wendy.phillips@example.com,"6573 Emily Walk, South Elizabethstad, NH 23715",NH,"6573 Emily Walk, South Elizabethstad, NH 23715",,,2012,Frame,5,,,,,966.83,966.83,725.78,Direct Bill,,,FALSE,TRUE,241.05
SHB9171528,GEIC,120177,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Caroline Martinez,caroline.martinez@customer.net,"887 Cortez Crest Suite 713, Melindafurt, MP 32275",MP,"887 Cortez Crest Suite 713, Melindafurt, MP 32275",,,1998,Masonry,1,,,,,1735.2,1735.2,1302.59,Agency Bill,,,FALSE,TRUE,432.61
FFK4015155,PRGS,120097,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Samantha Martinez,samantha.martinez@example.com,"17286 Smith Fork, South Joseph, CO 87116",CO,"9988 Robert Corners, East Kelly, AZ 23117",,,,Frame,6,,,,,12238.04,12238.04,9186.91,Agency Bill,,,FALSE,TRUE,3051.13
EBK7594489,TRAV,120153,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Ronald Rodriguez,ronald.rodriguez@example.com,"1666 Terrance Crossing, South Johnmouth, MD 59561",MD,"1666 Terrance Crossing, South Johnmouth, MD 59561",3,1,,,,50/100,100000,1000,2500,692,692,519.47,Direct Bill,,,FALSE,TRUE,172.53
BRN2659513,FARM,120178,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Brandy Collins,brandy.collins@example.com,"01415 Peterson Track Apt. 042, Mclaughlinland, AR 14492",AR,"01415 Peterson Track Apt. 042, Mclaughlinland, AR 14492",,,,Joisted Masonry,8,,,,,7607.27,7607.27,5710.66,Agency Bill,,,FALSE,TRUE,1896.61
RJE9534969,PRGS,120044,Cancel,4/1/2025,1/18/2026,1/18/2026,12,Package,Commercial Package,Robert Williams,robert.williams@mail.com,"65497 Ball Greens Apt. 834, Markville, UT 10422",UT,"65497 Ball Greens Apt. 834, Markville, UT 10422",,,,Frame,7,,,,,5310.54,0,4983.18,Direct Bill,8/9/2024,,FALSE,TRUE,327.36
NYZ7651311,LIBM,120048,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Robert Daniels,robert.daniels@insmail.com,"9834 Jensen Prairie Apt. 910, Jefferyfurt, WY 27480",WY,"9834 Jensen Prairie Apt. 910, Jefferyfurt, WY 27480",,,1997,Frame,7,,,,,1245.48,1245.48,934.96,Direct Bill,,,FALSE,TRUE,310.52
MWD3144363,AMFA,120109,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Lisa Castillo,lisa.castillo@customer.net,"409 Lee Parkway Suite 538, Michaelborough, DE 30601",DE,"409 Lee Parkway Suite 538, Michaelborough, DE 30601",,,2007,Masonry Veneer,6,,,,,1053.76,1053.76,791.04,Agency Bill,,,FALSE,FALSE,262.72
VUE9109208,HART,120234,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Felicia Wiley,felicia.wiley@customer.net,"6623 Greg Radial Suite 096, Murphymouth, MT 90196",MT,"6623 Greg Radial Suite 096, Murphymouth, MT 90196",,,,Frame,8,,,,,4152.61,4152.61,3117.3,Direct Bill,,,FALSE,TRUE,1035.31
GPM7865325,GEIC,120286,Cancel,4/1/2025,4/26/2025,4/26/2025,12,Package,Commercial Package,Glenn Williams,glenn.williams@customer.net,"080 Jason Rue Suite 801, East Sarahland, IL 48560",IL,"080 Jason Rue Suite 801, East Sarahland, IL 48560",,,,Masonry,7,,,,,16782.13,0,16782.13,Agency Bill,12/30/2022,,FALSE,FALSE,0
KBK7630515,GEIC,120061,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Kimberly Orr,kimberly.orr@example.com,"871 Brandon Spring Apt. 433, Maystown, MI 27880",MI,"871 Brandon Spring Apt. 433, Maystown, MI 27880",,,,,,,,,,2350.1,2350.1,1764.18,Direct Bill,,,FALSE,TRUE,585.92
MHF1217598,TRAV,120015,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Linda Warner,linda.warner@policyhub.org,"756 Emma Isle Apt. 623, Port Emily, AR 25311",AR,"756 Emma Isle Apt. 623, Port Emily, AR 25311",,,1960,Masonry,4,,,,,999.49,999.49,750.3,Direct Bill,,,FALSE,TRUE,249.19
WWZ4965145,FARM,120289,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kelly Brown,kelly.brown@insmail.com,"345 Carter Port, Lake Michelle, OK 95886",OK,"345 Carter Port, Lake Michelle, OK 95886",3,1,,,,50/100,100000,500,1000,2276.45,2276.45,1708.9,Direct Bill,,,FALSE,TRUE,567.55
GNH1109595,NATI,120035,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Brittney Espinoza,brittney.espinoza@insmail.com,"721 Nancy Dam Apt. 967, Port Steven, OR 05918",OR,"721 Nancy Dam Apt. 967, Port Steven, OR 05918",1,2,,,,50/100,100000,2500,1000,2808.71,2808.71,2108.46,Direct Bill,,,FALSE,TRUE,700.25
BCZ5624394,ALLS,120177,Reinstate,4/1/2025,4/1/2026,6/15/2025,12,Package,Commercial Package,Justin Foley,justin.foley@mail.com,"421 Kelly Causeway Apt. 841, Rogerside, CA 53664",CA,"421 Kelly Causeway Apt. 841, Rogerside, CA 53664",,,,Masonry Veneer,7,,,,,3870.95,0,2905.86,Direct Bill,,1/8/2024,FALSE,TRUE,965.09
XBD6733675,PRGS,120259,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Mark Vega,mark.vega@customer.net,"724 Maria Cliff Apt. 973, Jameshaven, GA 76791",GA,"724 Maria Cliff Apt. 973, Jameshaven, GA 76791",,,,,,,,,,2000,2000,1501.37,Agency Bill,,,FALSE,FALSE,498.63
PHJ7277168,NATI,120032,Endorsement,4/1/2025,4/1/2026,4/29/2025,12,Umbrella,Personal Umbrella,Gregory Johnson,gregory.johnson@example.com,"72335 Newman Stravenue Suite 618, Port Benjaminhaven, HI 66292",HI,"72335 Newman Stravenue Suite 618, Port Benjaminhaven, HI 66292",,,,,,,,,,272.68,16.21,204.7,Direct Bill,,,FALSE,TRUE,67.98
